,tokenId 1,tokenId 2,tokenId 3,tokenId 4,tokenId 5,tokenId 6,tokenId 7,tokenId 8,tokenId 9,tokenId 10,tokenId 11,tokenId 12,tokenId 13,tokenId 14,tokenId 15,tokenId 16,tokenId 17,tokenId 18,tokenId 19,tokenId 20,tokenId 21,tokenId 22,tokenId 23,tokenId 24,tokenId 25,tokenId 26,tokenId 27,tokenId 28,tokenId 29,tokenId 30,tokenId 31,tokenId 32,tokenId 33,tokenId 34,tokenId 35,tokenId 36,tokenId 37,tokenId 38,tokenId 39,tokenId 40,tokenId 41,tokenId 42,tokenId 43,tokenId 44,tokenId 45,tef_graduate
Weight,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,136.27118644067795,10.0,10.0,10.0,109.01694915254237,1.0,109.01694915254237,5.0,1.0,3.0,3.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,102.20338983050847,102.20338983050847,102.20338983050847,102.20338983050847,102.20338983050847,102.20338983050847,102.20338983050847,102.20338983050847,122.64406779661016,6.813559322033898,27.25423728813559,122.64406779661016,109.01694915254237,1.0,68.13559322033898,8.854545454545452
